month,strategy,type,variant,params,total_trades,total_return_pct,profit_factor,sharpe_ratio,max_drawdown_pct,win_rate_pct,avg_trade_pct,avg_win_pct,avg_loss_pct,max_consecutive_losses,long_trades,short_trades,long_return_pct,short_return_pct,score,return_1w,return_1m,return_3m,return_6m,return_1y
2026-01,Aggressive Breakout,Breakout,v1,"{""lookback"": 8, ""volume_mult"": 1.2, ""atr_mult"": 0.8}",45,-9.36,0.15,-1.023,10.02,17.8,-0.2288,0.2268,-0.3273,10,18,27,-6.21,-4.09,-0.0153,0.43,-9.36,-9.36,-9.36,-9.36
2025-12,BB Squeeze,Breakout,v3,"{""bb_len"": 10, ""bb_mult"": 2.0, ""kc_len"": 10, ""kc_mult"": 1.5, ""atr_mult"": 1.2}",18,-10.08,0.093,-0.988,10.08,16.7,-0.607,0.3737,-0.8032,7,10,8,-1.89,-9.03,-0.0091,-0.16,-10.08,-10.08,-10.08,-10.08
2026-02,Confluence,Multi-Indicator,default,"{""ema_fast"": 8, ""ema_slow"": 21, ""rsi_len"": 14, ""stoch_len"": 14, ""atr_mult"": 1.5}",31,-10.37,0.16,-2.7,10.37,19.4,-0.369,0.3642,-0.5449,8,13,18,-7.3,-4.13,-0.0418,-6.55,-10.37,-10.37,-10.37,-10.37
2026-02,Confluence,Multi-Indicator,v2,"{""ema_fast"": 8, ""ema_slow"": 21, ""rsi_len"": 14, ""stoch_len"": 14, ""atr_mult"": 1.5}",31,-10.37,0.16,-2.7,10.37,19.4,-0.369,0.3642,-0.5449,8,13,18,-7.3,-4.13,-0.0418,-6.55,-10.37,-10.37,-10.37,-10.37
2025-11,Aggressive Breakout,Breakout,v1,"{""lookback"": 8, ""volume_mult"": 1.2, ""atr_mult"": 0.8}",44,-10.63,0.251,-1.963,12.16,11.4,-0.2669,0.7874,-0.4021,15,19,25,-7.55,-4.2,-0.0405,-3.36,-10.63,-10.63,-10.63,-10.63
2026-01,Trend Pullback,Trend-Pullback,v3,"{""trend_ema"": 40, ""fast_ema"": 8, ""rsi_len"": 7, ""rsi_oversold"": 40, ""rsi_overbought"": 60, ""atr_mult"": 1.0}",95,-10.71,0.569,-0.915,14.28,12.6,-0.1214,1.269,-0.3225,16,27,68,-1.12,-10.42,-0.0365,-3.72,-10.71,-10.71,-10.71,-10.71
2026-02,Confluence,Multi-Indicator,v3,"{""ema_fast"": 10, ""ema_slow"": 30, ""rsi_len"": 14, ""stoch_len"": 21, ""atr_mult"": 2.0}",26,-10.74,0.035,-3.066,10.86,19.2,-0.4569,0.0874,-0.5865,12,10,16,-6.08,-5.8,-0.01,-6.62,-10.74,-10.74,-10.74,-10.74
2026-01,Confluence,Multi-Indicator,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 7, ""stoch_len"": 7, ""atr_mult"": 1.2}",90,-11.21,0.639,-0.781,13.3,21.1,-0.132,1.1066,-0.4635,13,41,49,-4.91,-6.97,-0.0375,-3.38,-11.21,-11.21,-11.21,-11.21
2025-11,Trend Pullback,Trend-Pullback,default,"{""trend_ema"": 50, ""fast_ema"": 9, ""rsi_len"": 7, ""rsi_oversold"": 35, ""rsi_overbought"": 65, ""atr_mult"": 1.5}",69,-11.43,0.396,-1.708,12.26,15.9,-0.1832,0.7524,-0.3607,30,31,38,-3.48,-9.16,-0.0551,-4.36,-11.43,-11.43,-11.43,-11.43
2025-11,Trend Pullback,Trend-Pullback,v2,"{""trend_ema"": 50, ""fast_ema"": 9, ""rsi_len"": 7, ""rsi_oversold"": 35, ""rsi_overbought"": 65, ""atr_mult"": 1.5}",69,-11.43,0.396,-1.708,12.26,15.9,-0.1832,0.7524,-0.3607,30,31,38,-3.48,-9.16,-0.0551,-4.36,-11.43,-11.43,-11.43,-11.43
2025-11,RSI Momentum,Momentum,v3,"{""rsi_len"": 7, ""rsi_long_entry"": 52, ""rsi_short_entry"": 48, ""rsi_long_exit"": 70, ""rsi_short_exit"": 30, ""atr_mult"": 1.0}",83,-11.75,0.493,-1.378,13.16,24.1,-0.1561,0.6289,-0.4053,19,41,42,-3.49,-9.47,-0.0516,-2.39,-11.75,-11.75,-11.75,-11.75
2026-02,Scalp EMA,Trend-Scalp,default,"{""fast"": 5, ""mid"": 13, ""slow"": 34, ""atr_mult"": 1.2}",23,-12.2,0.056,-1.248,12.73,13.0,-0.5921,0.2704,-0.7214,10,8,15,-4.18,-9.43,-0.0055,-5.85,-12.2,-12.2,-12.2,-12.2
2026-02,Scalp EMA,Trend-Scalp,v2,"{""fast"": 5, ""mid"": 13, ""slow"": 34, ""atr_mult"": 1.2}",23,-12.2,0.056,-1.248,12.73,13.0,-0.5921,0.2704,-0.7214,10,8,15,-4.18,-9.43,-0.0055,-5.85,-12.2,-12.2,-12.2,-12.2
2025-09,RSI Momentum,Momentum,default,"{""rsi_len"": 7, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 75, ""rsi_short_exit"": 25, ""atr_mult"": 1.5}",102,-12.21,0.642,-0.819,14.92,22.5,-0.1285,1.0226,-0.4637,25,58,44,-8.43,-4.68,-0.0352,-4.67,-12.21,-12.21,-12.21,-12.21
2025-09,RSI Momentum,Momentum,v2,"{""rsi_len"": 7, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 75, ""rsi_short_exit"": 25, ""atr_mult"": 1.5}",102,-12.21,0.642,-0.819,14.92,22.5,-0.1285,1.0226,-0.4637,25,58,44,-8.43,-4.68,-0.0352,-4.67,-12.21,-12.21,-12.21,-12.21
2026-01,Trend Pullback,Trend-Pullback,v1,"{""trend_ema"": 30, ""fast_ema"": 5, ""rsi_len"": 5, ""rsi_oversold"": 30, ""rsi_overbought"": 70, ""atr_mult"": 1.2}",85,-12.24,0.538,-0.942,15.75,15.3,-0.1563,1.1891,-0.3992,12,30,55,-5.17,-8.11,-0.0322,-4.6,-12.24,-12.24,-12.24,-12.24
2025-09,Scalp EMA,Trend-Scalp,v4,"{""fast"": 3, ""mid"": 5, ""slow"": 13, ""atr_mult"": 0.7}",99,-12.31,0.616,-0.444,29.21,21.2,-0.1377,1.0429,-0.4556,12,56,43,-3.48,-10.15,-0.0094,-9.06,-12.31,-12.31,-12.31,-12.31
2026-02,Ensemble Vote,Ensemble,default,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 3, ""atr_mult"": 1.3}",65,-12.61,0.419,-1.851,12.61,30.8,-0.2158,0.5058,-0.5366,8,29,36,-7.21,-6.82,-0.0615,-5.69,-12.61,-12.61,-12.61,-12.61
2026-02,Ensemble Vote,Ensemble,v2,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 3, ""atr_mult"": 1.3}",65,-12.61,0.419,-1.851,12.61,30.8,-0.2158,0.5058,-0.5366,8,29,36,-7.21,-6.82,-0.0615,-5.69,-12.61,-12.61,-12.61,-12.61
2026-01,RSI Momentum,Momentum,v4,"{""rsi_len"": 10, ""rsi_long_entry"": 60, ""rsi_short_entry"": 40, ""rsi_long_exit"": 80, ""rsi_short_exit"": 20, ""atr_mult"": 1.5}",117,-12.79,0.6,-0.911,13.08,18.8,-0.1186,0.9455,-0.3651,11,47,70,-7.06,-6.82,-0.0418,-4.08,-12.79,-12.79,-12.79,-12.79
2026-02,RSI Momentum,Momentum,default,"{""rsi_len"": 7, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 75, ""rsi_short_exit"": 25, ""atr_mult"": 1.5}",34,-13.19,0.12,-3.164,13.87,20.6,-0.4342,0.2878,-0.6214,10,18,16,-7.67,-7.09,-0.0274,-9.66,-13.19,-13.19,-13.19,-13.19
2026-02,RSI Momentum,Momentum,v2,"{""rsi_len"": 7, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 75, ""rsi_short_exit"": 25, ""atr_mult"": 1.5}",34,-13.19,0.12,-3.164,13.87,20.6,-0.4342,0.2878,-0.6214,10,18,16,-7.67,-7.09,-0.0274,-9.66,-13.19,-13.19,-13.19,-13.19
2025-11,RSI Momentum,Momentum,default,"{""rsi_len"": 7, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 75, ""rsi_short_exit"": 25, ""atr_mult"": 1.5}",98,-14.07,0.525,-1.398,19.0,21.4,-0.1588,0.8187,-0.4253,25,50,48,-2.44,-13.12,-0.0386,-4.44,-14.07,-14.07,-14.07,-14.07
2025-11,RSI Momentum,Momentum,v2,"{""rsi_len"": 7, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 75, ""rsi_short_exit"": 25, ""atr_mult"": 1.5}",98,-14.07,0.525,-1.398,19.0,21.4,-0.1588,0.8187,-0.4253,25,50,48,-2.44,-13.12,-0.0386,-4.44,-14.07,-14.07,-14.07,-14.07
2026-01,Trend Pullback,Trend-Pullback,default,"{""trend_ema"": 50, ""fast_ema"": 9, ""rsi_len"": 7, ""rsi_oversold"": 35, ""rsi_overbought"": 65, ""atr_mult"": 1.5}",77,-14.34,0.338,-1.769,14.56,13.0,-0.2089,0.8227,-0.3629,22,22,55,-0.2,-15.89,-0.0411,-4.85,-14.34,-14.34,-14.34,-14.34
2026-01,Trend Pullback,Trend-Pullback,v2,"{""trend_ema"": 50, ""fast_ema"": 9, ""rsi_len"": 7, ""rsi_oversold"": 35, ""rsi_overbought"": 65, ""atr_mult"": 1.5}",77,-14.34,0.338,-1.769,14.56,13.0,-0.2089,0.8227,-0.3629,22,22,55,-0.2,-15.89,-0.0411,-4.85,-14.34,-14.34,-14.34,-14.34
2025-11,Adaptive Regime,Adaptive,v1,"{""adx_len"": 10, ""adx_trend_thresh"": 22, ""adx_range_thresh"": 15, ""ema_fast"": 5, ""ema_slow"": 15, ""bb_len"": 15, ""rsi_len"": 5, ""atr_mult"": 1.2}",70,-14.7,0.476,-0.873,22.24,22.9,-0.2334,0.9274,-0.5774,13,39,31,-5.17,-11.17,-0.0187,-8.89,-14.7,-14.7,-14.7,-14.7
2025-12,Aggressive Breakout,Breakout,v3,"{""lookback"": 6, ""volume_mult"": 1.0, ""atr_mult"": 0.7}",73,-14.97,0.413,-1.001,17.37,23.3,-0.2277,0.6893,-0.5062,13,40,33,-4.38,-12.25,-0.0238,-2.72,-14.97,-14.97,-14.97,-14.97
2025-12,Aggressive Breakout,Breakout,v1,"{""lookback"": 8, ""volume_mult"": 1.2, ""atr_mult"": 0.8}",47,-15.09,0.271,-1.259,16.37,36.2,-0.3572,0.3673,-0.7678,6,28,19,-7.6,-9.19,-0.0209,-4.44,-15.09,-15.09,-15.09,-15.09
2025-09,Adaptive Regime,Adaptive,v3,"{""adx_len"": 10, ""adx_trend_thresh"": 20, ""adx_range_thresh"": 15, ""ema_fast"": 8, ""ema_slow"": 21, ""bb_len"": 15, ""rsi_len"": 7, ""atr_mult"": 1.0}",62,-15.85,0.476,-0.631,25.96,24.2,-0.287,1.0789,-0.723,8,40,22,-3.04,-14.75,-0.0116,-8.94,-15.85,-15.85,-15.85,-15.85
2025-09,Momentum Accel,Momentum,v3,"{""macd_fast"": 12, ""macd_slow"": 26, ""macd_sig"": 9, ""adx_len"": 14, ""adx_thresh"": 22, ""atr_mult"": 1.5}",79,-15.96,0.588,-0.69,26.3,20.3,-0.2183,1.5365,-0.6639,22,46,33,-9.64,-7.6,-0.0154,-6.36,-15.96,-15.96,-15.96,-15.96
2025-11,Aggressive Breakout,Breakout,v3,"{""lookback"": 6, ""volume_mult"": 1.0, ""atr_mult"": 0.7}",70,-16.04,0.254,-2.461,18.69,8.6,-0.2607,1.0372,-0.3824,22,29,41,-9.92,-8.33,-0.0335,-5.49,-16.04,-16.04,-16.04,-16.04
2025-12,Confluence,Multi-Indicator,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 7, ""stoch_len"": 7, ""atr_mult"": 1.2}",80,-16.08,0.597,-0.548,20.6,15.0,-0.2086,2.0619,-0.6092,13,43,37,3.39,-20.08,-0.0159,-10.85,-16.08,-16.08,-16.08,-16.08
2025-11,Ensemble Vote,Ensemble,v3,"{""ema_fast"": 5, ""ema_slow"": 13, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 17, ""stoch_len"": 9, ""bb_len"": 15, ""min_votes"": 4, ""atr_mult"": 1.5}",75,-16.41,0.303,-1.553,19.09,18.7,-0.2514,0.5863,-0.4437,20,37,38,-14.12,-4.74,-0.0247,-5.42,-16.41,-16.41,-16.41,-16.41
2025-11,Adaptive Regime,Adaptive,default,"{""adx_len"": 14, ""adx_trend_thresh"": 25, ""adx_range_thresh"": 18, ""ema_fast"": 9, ""ema_slow"": 21, ""bb_len"": 20, ""rsi_len"": 7, ""atr_mult"": 1.5}",57,-16.67,0.246,-0.986,19.73,19.3,-0.3331,0.563,-0.5474,11,27,30,-6.86,-12.13,-0.0123,-6.15,-16.67,-16.67,-16.67,-16.67
2025-11,Adaptive Regime,Adaptive,v2,"{""adx_len"": 14, ""adx_trend_thresh"": 25, ""adx_range_thresh"": 18, ""ema_fast"": 9, ""ema_slow"": 21, ""bb_len"": 20, ""rsi_len"": 7, ""atr_mult"": 1.5}",57,-16.67,0.246,-0.986,19.73,19.3,-0.3331,0.563,-0.5474,11,27,30,-6.86,-12.13,-0.0123,-6.15,-16.67,-16.67,-16.67,-16.67
2025-11,Trend Pullback,Trend-Pullback,v3,"{""trend_ema"": 40, ""fast_ema"": 8, ""rsi_len"": 7, ""rsi_oversold"": 40, ""rsi_overbought"": 60, ""atr_mult"": 1.0}",79,-16.71,0.273,-2.393,16.71,13.9,-0.2417,0.6515,-0.3862,38,37,42,-9.05,-10.05,-0.0391,-4.7,-16.71,-16.71,-16.71,-16.71
2025-09,Confluence,Multi-Indicator,v3,"{""ema_fast"": 10, ""ema_slow"": 30, ""rsi_len"": 14, ""stoch_len"": 21, ""atr_mult"": 2.0}",70,-16.87,0.442,-0.995,19.15,25.7,-0.2671,0.8244,-0.645,19,38,32,-7.4,-11.3,-0.023,0.05,-16.87,-16.87,-16.87,-16.87
2025-09,Trend Pullback,Trend-Pullback,default,"{""trend_ema"": 50, ""fast_ema"": 9, ""rsi_len"": 7, ""rsi_oversold"": 35, ""rsi_overbought"": 65, ""atr_mult"": 1.5}",59,-16.95,0.195,-1.668,17.14,16.9,-0.3253,0.4664,-0.4869,21,34,25,-3.23,-15.97,-0.019,-6.44,-16.95,-16.95,-16.95,-16.95
2025-09,Trend Pullback,Trend-Pullback,v2,"{""trend_ema"": 50, ""fast_ema"": 9, ""rsi_len"": 7, ""rsi_oversold"": 35, ""rsi_overbought"": 65, ""atr_mult"": 1.5}",59,-16.95,0.195,-1.668,17.14,16.9,-0.3253,0.4664,-0.4869,21,34,25,-3.23,-15.97,-0.019,-6.44,-16.95,-16.95,-16.95,-16.95
2025-11,Trend Pullback,Trend-Pullback,v1,"{""trend_ema"": 30, ""fast_ema"": 5, ""rsi_len"": 5, ""rsi_oversold"": 30, ""rsi_overbought"": 70, ""atr_mult"": 1.2}",81,-17.0,0.268,-2.314,17.09,13.6,-0.24,0.6469,-0.3793,27,42,39,-9.1,-10.33,-0.0363,-5.53,-17.0,-17.0,-17.0,-17.0
2025-11,Trend Pullback,Trend-Pullback,v4,"{""trend_ema"": 20, ""fast_ema"": 5, ""rsi_len"": 5, ""rsi_oversold"": 30, ""rsi_overbought"": 70, ""atr_mult"": 0.8}",79,-17.25,0.182,-2.947,17.25,11.4,-0.2534,0.4953,-0.3496,28,41,38,-10.2,-9.82,-0.0311,-5.1,-17.25,-17.25,-17.25,-17.25
2025-11,Adaptive Regime,Adaptive,v3,"{""adx_len"": 10, ""adx_trend_thresh"": 20, ""adx_range_thresh"": 15, ""ema_fast"": 8, ""ema_slow"": 21, ""bb_len"": 15, ""rsi_len"": 7, ""atr_mult"": 1.0}",70,-17.39,0.256,-1.049,20.7,17.1,-0.285,0.5715,-0.4622,10,38,32,-10.02,-9.93,-0.013,-6.9,-17.39,-17.39,-17.39,-17.39
2026-01,Aggressive Breakout,Breakout,v3,"{""lookback"": 6, ""volume_mult"": 1.0, ""atr_mult"": 0.7}",81,-17.43,0.146,-1.911,17.48,13.6,-0.2477,0.3123,-0.3357,18,35,46,-8.53,-11.53,-0.016,-0.24,-17.43,-17.43,-17.43,-17.43
2025-09,RSI Momentum,Momentum,v4,"{""rsi_len"": 10, ""rsi_long_entry"": 60, ""rsi_short_entry"": 40, ""rsi_long_exit"": 80, ""rsi_short_exit"": 20, ""atr_mult"": 1.5}",112,-18.21,0.482,-1.205,22.83,21.4,-0.1826,0.7924,-0.4485,28,64,48,-7.35,-13.1,-0.0254,-1.81,-18.21,-18.21,-18.21,-18.21
2025-11,Confluence,Multi-Indicator,default,"{""ema_fast"": 8, ""ema_slow"": 21, ""rsi_len"": 14, ""stoch_len"": 14, ""atr_mult"": 1.5}",70,-18.29,0.225,-2.112,18.29,17.1,-0.3016,0.5116,-0.4699,14,34,36,-9.38,-11.73,-0.026,-6.02,-18.29,-18.29,-18.29,-18.29
2025-11,Confluence,Multi-Indicator,v2,"{""ema_fast"": 8, ""ema_slow"": 21, ""rsi_len"": 14, ""stoch_len"": 14, ""atr_mult"": 1.5}",70,-18.29,0.225,-2.112,18.29,17.1,-0.3016,0.5116,-0.4699,14,34,36,-9.38,-11.73,-0.026,-6.02,-18.29,-18.29,-18.29,-18.29
2025-09,Scalp EMA,Trend-Scalp,v1,"{""fast"": 3, ""mid"": 8, ""slow"": 21, ""atr_mult"": 1.0}",71,-18.44,0.474,-0.699,31.1,21.1,-0.2949,1.2603,-0.7114,11,43,28,0.25,-21.19,-0.0107,-13.12,-18.44,-18.44,-18.44,-18.44
2025-10,Scalp EMA,Trend-Scalp,v4,"{""fast"": 3, ""mid"": 5, ""slow"": 13, ""atr_mult"": 0.7}",119,-18.71,1.0,0.058,43.71,21.0,-0.0004,4.605,-1.2253,11,68,51,-28.28,28.23,0.0013,-15.88,-18.71,-18.71,-18.71,-18.71
2025-11,RSI Momentum,Momentum,v4,"{""rsi_len"": 10, ""rsi_long_entry"": 60, ""rsi_short_entry"": 40, ""rsi_long_exit"": 80, ""rsi_short_exit"": 20, ""atr_mult"": 1.5}",100,-18.76,0.391,-1.954,20.0,17.0,-0.215,0.8114,-0.4253,11,54,46,-9.43,-12.07,-0.0382,-6.36,-18.76,-18.76,-18.76,-18.76
2025-09,Ensemble Vote,Ensemble,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 21, ""stoch_len"": 7, ""bb_len"": 15, ""min_votes"": 3, ""atr_mult"": 1.0}",148,-19.02,0.657,-0.752,36.75,16.9,-0.1394,1.5776,-0.4883,28,82,66,-3.92,-16.71,-0.0134,-15.05,-19.02,-19.02,-19.02,-19.02
2025-09,Scalp EMA,Trend-Scalp,v3,"{""fast"": 5, ""mid"": 10, ""slow"": 25, ""atr_mult"": 0.8}",60,-19.22,0.299,-0.69,29.54,20.0,-0.3709,0.791,-0.6614,13,33,27,-1.41,-20.84,-0.007,-9.3,-19.22,-19.22,-19.22,-19.22
2025-11,RSI Momentum,Momentum,v1,"{""rsi_len"": 5, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 80, ""rsi_short_exit"": 20, ""atr_mult"": 1.2}",101,-19.57,0.339,-2.335,22.11,17.8,-0.2264,0.6525,-0.417,31,50,51,-13.27,-9.59,-0.0358,-7.01,-19.57,-19.57,-19.57,-19.57
2026-01,Trend Pullback,Trend-Pullback,v4,"{""trend_ema"": 20, ""fast_ema"": 5, ""rsi_len"": 5, ""rsi_oversold"": 30, ""rsi_overbought"": 70, ""atr_mult"": 0.8}",88,-20.05,0.182,-2.989,20.22,15.9,-0.266,0.3729,-0.3869,16,38,50,-11.3,-12.11,-0.027,-3.32,-20.05,-20.05,-20.05,-20.05
2025-12,Ensemble Vote,Ensemble,v3,"{""ema_fast"": 5, ""ema_slow"": 13, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 17, ""stoch_len"": 9, ""bb_len"": 15, ""min_votes"": 4, ""atr_mult"": 1.5}",81,-20.53,0.573,-0.619,25.59,19.8,-0.2597,1.7621,-0.7573,11,45,36,-1.58,-19.46,-0.0139,-10.11,-20.53,-20.53,-20.53,-20.53
2025-12,Trend Pullback,Trend-Pullback,v1,"{""trend_ema"": 30, ""fast_ema"": 5, ""rsi_len"": 5, ""rsi_oversold"": 30, ""rsi_overbought"": 70, ""atr_mult"": 1.2}",90,-20.55,0.396,-1.385,21.89,18.9,-0.2609,0.9054,-0.5326,12,50,40,-9.88,-13.6,-0.0251,-10.14,-20.55,-20.55,-20.55,-20.55
2025-11,Scalp EMA,Trend-Scalp,default,"{""fast"": 5, ""mid"": 13, ""slow"": 34, ""atr_mult"": 1.2}",53,-21.06,0.202,-1.311,21.26,18.9,-0.4632,0.6203,-0.7152,16,27,26,-12.97,-11.58,-0.0124,-8.35,-21.06,-21.06,-21.06,-21.06
2025-11,Scalp EMA,Trend-Scalp,v2,"{""fast"": 5, ""mid"": 13, ""slow"": 34, ""atr_mult"": 1.2}",53,-21.06,0.202,-1.311,21.26,18.9,-0.4632,0.6203,-0.7152,16,27,26,-12.97,-11.58,-0.0124,-8.35,-21.06,-21.06,-21.06,-21.06
2025-10,Momentum Accel,Momentum,v1,"{""macd_fast"": 5, ""macd_slow"": 15, ""macd_sig"": 3, ""adx_len"": 7, ""adx_thresh"": 18, ""atr_mult"": 1.0}",132,-21.11,1.116,0.02,46.57,28.0,0.1241,4.2468,-1.4816,9,74,58,-41.33,57.72,0.0005,-13.61,-21.11,-21.11,-21.11,-21.11
2026-01,Adaptive Regime,Adaptive,v3,"{""adx_len"": 10, ""adx_trend_thresh"": 20, ""adx_range_thresh"": 15, ""ema_fast"": 8, ""ema_slow"": 21, ""bb_len"": 15, ""rsi_len"": 7, ""atr_mult"": 1.0}",86,-21.37,0.393,-0.827,21.91,15.1,-0.2912,1.2495,-0.5656,24,34,52,-4.51,-20.54,-0.0148,-9.18,-21.37,-21.37,-21.37,-21.37
2026-01,Confluence,Multi-Indicator,default,"{""ema_fast"": 8, ""ema_slow"": 21, ""rsi_len"": 14, ""stoch_len"": 14, ""atr_mult"": 1.5}",89,-21.42,0.428,-1.014,21.75,22.5,-0.2769,0.9236,-0.6248,16,40,49,-12.58,-12.07,-0.02,-8.01,-21.42,-21.42,-21.42,-21.42
2026-01,Confluence,Multi-Indicator,v2,"{""ema_fast"": 8, ""ema_slow"": 21, ""rsi_len"": 14, ""stoch_len"": 14, ""atr_mult"": 1.5}",89,-21.42,0.428,-1.014,21.75,22.5,-0.2769,0.9236,-0.6248,16,40,49,-12.58,-12.07,-0.02,-8.01,-21.42,-21.42,-21.42,-21.42
2025-11,Scalp EMA,Trend-Scalp,v4,"{""fast"": 3, ""mid"": 5, ""slow"": 13, ""atr_mult"": 0.7}",105,-21.55,0.344,-1.395,26.51,14.3,-0.2417,0.8882,-0.43,22,52,53,-7.08,-18.3,-0.0181,-10.21,-21.55,-21.55,-21.55,-21.55
2026-01,Scalp EMA,Trend-Scalp,v3,"{""fast"": 5, ""mid"": 10, ""slow"": 25, ""atr_mult"": 0.8}",86,-21.56,0.411,-0.897,22.85,15.1,-0.2931,1.3527,-0.5862,27,34,52,-12.23,-12.98,-0.0161,-10.75,-21.56,-21.56,-21.56,-21.56
2026-01,Confluence,Multi-Indicator,v3,"{""ema_fast"": 10, ""ema_slow"": 30, ""rsi_len"": 14, ""stoch_len"": 21, ""atr_mult"": 2.0}",74,-21.81,0.314,-1.261,22.12,18.9,-0.343,0.8295,-0.6166,12,29,45,-13.48,-11.9,-0.0179,-7.66,-21.81,-21.81,-21.81,-21.81
2025-12,Ensemble Vote,Ensemble,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 21, ""stoch_len"": 7, ""bb_len"": 15, ""min_votes"": 3, ""atr_mult"": 1.0}",165,-22.02,0.716,-0.6,29.62,20.0,-0.1375,1.7308,-0.6046,19,87,78,9.65,-32.33,-0.0145,-23.7,-22.02,-22.02,-22.02,-22.02
2025-11,Confluence,Multi-Indicator,v3,"{""ema_fast"": 10, ""ema_slow"": 30, ""rsi_len"": 14, ""stoch_len"": 21, ""atr_mult"": 2.0}",62,-22.17,0.171,-2.191,22.17,19.4,-0.4206,0.4486,-0.6293,13,30,32,-9.68,-16.4,-0.0169,-6.31,-22.17,-22.17,-22.17,-22.17
2025-09,Ensemble Vote,Ensemble,v4,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 2, ""atr_mult"": 1.0}",121,-22.37,0.419,-0.789,36.31,16.5,-0.2166,0.9449,-0.4466,18,70,51,-13.73,-12.48,-0.0091,-15.99,-22.37,-22.37,-22.37,-22.37
2025-11,Momentum Accel,Momentum,v3,"{""macd_fast"": 12, ""macd_slow"": 26, ""macd_sig"": 9, ""adx_len"": 14, ""adx_thresh"": 22, ""atr_mult"": 1.5}",81,-22.64,0.295,-1.73,26.34,19.8,-0.3295,0.6978,-0.5824,15,38,43,-13.14,-13.55,-0.0194,-9.45,-22.64,-22.64,-22.64,-22.64
2025-11,Ensemble Vote,Ensemble,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 21, ""stoch_len"": 7, ""bb_len"": 15, ""min_votes"": 3, ""atr_mult"": 1.0}",143,-23.11,0.414,-1.619,31.4,14.7,-0.1918,0.9237,-0.3838,19,72,71,-10.92,-16.5,-0.0214,-11.44,-23.11,-23.11,-23.11,-23.11
2025-09,Adaptive Regime,Adaptive,default,"{""adx_len"": 14, ""adx_trend_thresh"": 25, ""adx_range_thresh"": 18, ""ema_fast"": 9, ""ema_slow"": 21, ""bb_len"": 20, ""rsi_len"": 7, ""atr_mult"": 1.5}",39,-23.26,0.253,-0.958,29.6,30.8,-0.6887,0.76,-1.3325,7,22,17,-4.48,-22.38,-0.0082,-3.89,-23.26,-23.26,-23.26,-23.26
2025-09,Adaptive Regime,Adaptive,v2,"{""adx_len"": 14, ""adx_trend_thresh"": 25, ""adx_range_thresh"": 18, ""ema_fast"": 9, ""ema_slow"": 21, ""bb_len"": 20, ""rsi_len"": 7, ""atr_mult"": 1.5}",39,-23.26,0.253,-0.958,29.6,30.8,-0.6887,0.76,-1.3325,7,22,17,-4.48,-22.38,-0.0082,-3.89,-23.26,-23.26,-23.26,-23.26
2026-01,Ensemble Vote,Ensemble,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 21, ""stoch_len"": 7, ""bb_len"": 15, ""min_votes"": 3, ""atr_mult"": 1.0}",156,-23.27,0.481,-0.839,23.83,18.6,-0.1749,0.8726,-0.4142,18,75,81,-11.32,-15.97,-0.0169,-8.23,-23.27,-23.27,-23.27,-23.27
2025-11,Momentum Accel,Momentum,default,"{""macd_fast"": 8, ""macd_slow"": 21, ""macd_sig"": 5, ""adx_len"": 10, ""adx_thresh"": 20, ""atr_mult"": 1.3}",105,-23.31,0.323,-1.951,28.4,21.9,-0.2647,0.5772,-0.5009,10,51,54,-16.8,-10.99,-0.0222,-9.57,-23.31,-23.31,-23.31,-23.31
