month,strategy,type,variant,params,total_trades,total_return_pct,profit_factor,sharpe_ratio,max_drawdown_pct,win_rate_pct,avg_trade_pct,avg_win_pct,avg_loss_pct,max_consecutive_losses,long_trades,short_trades,long_return_pct,short_return_pct,score,return_1w,return_1m,return_3m,return_6m,return_1y
2025-11,BB Squeeze,Breakout,default,"{""bb_len"": 20, ""bb_mult"": 2.0, ""kc_len"": 20, ""kc_mult"": 1.5, ""atr_mult"": 1.8}",6,0.21,1.154,0.087,0.76,16.7,0.0406,1.8257,-0.3164,4,3,3,-1.13,1.38,0.1327,0.0,0.21,0.21,0.21,0.21
2025-11,BB Squeeze,Breakout,v2,"{""bb_len"": 20, ""bb_mult"": 2.0, ""kc_len"": 20, ""kc_mult"": 1.5, ""atr_mult"": 1.8}",6,0.21,1.154,0.087,0.76,16.7,0.0406,1.8257,-0.3164,4,3,3,-1.13,1.38,0.1327,0.0,0.21,0.21,0.21,0.21
2026-02,BB Squeeze,Breakout,v1,"{""bb_len"": 15, ""bb_mult"": 1.5, ""kc_len"": 15, ""kc_mult"": 1.0, ""atr_mult"": 1.5}",3,0.08,1.172,0.135,0.45,66.7,0.0273,0.2787,-0.4755,1,2,1,-0.03,0.11,0.3494,0.0,0.08,0.08,0.08,0.08
2026-01,BB Squeeze,Breakout,default,"{""bb_len"": 20, ""bb_mult"": 2.0, ""kc_len"": 20, ""kc_mult"": 1.5, ""atr_mult"": 1.8}",4,-0.04,0.961,-0.022,0.86,25.0,-0.0093,0.9105,-0.3159,2,2,2,0.69,-0.73,-0.0249,-0.21,-0.04,-0.04,-0.04,-0.04
2026-01,BB Squeeze,Breakout,v2,"{""bb_len"": 20, ""bb_mult"": 2.0, ""kc_len"": 20, ""kc_mult"": 1.5, ""atr_mult"": 1.8}",4,-0.04,0.961,-0.022,0.86,25.0,-0.0093,0.9105,-0.3159,2,2,2,0.69,-0.73,-0.0249,-0.21,-0.04,-0.04,-0.04,-0.04
2026-01,Aggressive Breakout,Breakout,default,"{""lookback"": 12, ""volume_mult"": 1.5, ""atr_mult"": 1.0}",20,-0.23,0.958,-0.038,3.27,15.0,-0.0094,1.4342,-0.2641,13,10,10,0.59,-0.78,-0.0111,0.22,-0.23,-0.23,-0.23,-0.23
2026-01,Aggressive Breakout,Breakout,v2,"{""lookback"": 12, ""volume_mult"": 1.5, ""atr_mult"": 1.0}",20,-0.23,0.958,-0.038,3.27,15.0,-0.0094,1.4342,-0.2641,13,10,10,0.59,-0.78,-0.0111,0.22,-0.23,-0.23,-0.23,-0.23
2025-11,BB Squeeze,Breakout,v3,"{""bb_len"": 10, ""bb_mult"": 2.0, ""kc_len"": 10, ""kc_mult"": 1.5, ""atr_mult"": 1.2}",11,-0.34,0.867,-0.117,2.26,27.3,-0.0307,0.7309,-0.3163,5,5,6,-1.29,0.95,-0.0449,0.0,-0.34,-0.34,-0.34,-0.34
2025-09,Trend Pullback,Trend-Pullback,v1,"{""trend_ema"": 30, ""fast_ema"": 5, ""rsi_len"": 5, ""rsi_oversold"": 30, ""rsi_overbought"": 70, ""atr_mult"": 1.2}",68,-0.38,1.004,0.004,6.48,17.6,0.0007,1.2018,-0.2566,10,42,26,-8.61,8.66,0.0006,-2.77,-0.38,-0.38,-0.38,-0.38
2026-02,Aggressive Breakout,Breakout,v4,"{""lookback"": 16, ""volume_mult"": 2.0, ""atr_mult"": 1.2}",3,-0.51,0.166,-0.761,0.65,33.3,-0.1802,0.1076,-0.3242,2,1,2,-0.43,-0.11,-0.1952,-0.62,-0.51,-0.51,-0.51,-0.51
2026-01,BB Squeeze,Breakout,v1,"{""bb_len"": 15, ""bb_mult"": 1.5, ""kc_len"": 15, ""kc_mult"": 1.0, ""atr_mult"": 1.5}",6,-0.52,0.628,-0.32,0.98,16.7,-0.0899,0.9105,-0.2899,3,4,2,0.3,-0.84,-0.2045,-0.4,-0.52,-0.52,-0.52,-0.52
2025-09,Ensemble Vote,Ensemble,v3,"{""ema_fast"": 5, ""ema_slow"": 13, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 17, ""stoch_len"": 9, ""bb_len"": 15, ""min_votes"": 4, ""atr_mult"": 1.5}",81,-0.54,1.054,0.015,14.13,13.6,0.018,2.6071,-0.3888,29,44,37,-11.85,13.3,0.0011,-6.52,-0.54,-0.54,-0.54,-0.54
2025-12,BB Squeeze,Breakout,v1,"{""bb_len"": 15, ""bb_mult"": 1.5, ""kc_len"": 15, ""kc_mult"": 1.0, ""atr_mult"": 1.5}",3,-0.54,0.0,-0.803,0.55,0.0,-0.191,0.0,-0.191,3,1,2,-0.23,-0.34,-0.0,0.0,-0.54,-0.54,-0.54,-0.54
2025-12,BB Squeeze,Breakout,default,"{""bb_len"": 20, ""bb_mult"": 2.0, ""kc_len"": 20, ""kc_mult"": 1.5, ""atr_mult"": 1.8}",5,-0.56,0.213,-0.686,0.6,20.0,-0.1173,0.1589,-0.1863,3,2,3,-0.03,-0.55,-0.2425,0.0,-0.56,-0.56,-0.56,-0.56
2025-12,BB Squeeze,Breakout,v2,"{""bb_len"": 20, ""bb_mult"": 2.0, ""kc_len"": 20, ""kc_mult"": 1.5, ""atr_mult"": 1.8}",5,-0.56,0.213,-0.686,0.6,20.0,-0.1173,0.1589,-0.1863,3,2,3,-0.03,-0.55,-0.2425,0.0,-0.56,-0.56,-0.56,-0.56
2025-12,Aggressive Breakout,Breakout,v4,"{""lookback"": 16, ""volume_mult"": 2.0, ""atr_mult"": 1.2}",5,-0.84,0.191,-0.877,0.84,40.0,-0.1775,0.1044,-0.3654,2,5,0,-0.89,0.0,-0.1985,-0.36,-0.84,-0.84,-0.84,-0.84
2025-09,VWAP Bounce,Mean-Reversion,v3,"{""vwap_len"": 10, ""vwap_mult"": 2.0, ""rsi_len"": 7, ""atr_mult"": 1.5}",3,-0.96,0.0,-0.936,0.96,0.0,-0.3371,0.0,-0.3371,3,1,2,-0.11,-0.9,-0.0,-0.73,-0.96,-0.96,-0.96,-0.96
2025-09,BB Squeeze,Breakout,default,"{""bb_len"": 20, ""bb_mult"": 2.0, ""kc_len"": 20, ""kc_mult"": 1.5, ""atr_mult"": 1.8}",4,-1.07,0.0,-1.384,1.07,0.0,-0.2832,0.0,-0.2832,4,1,3,-0.22,-0.91,-0.0,0.0,-1.07,-1.07,-1.07,-1.07
2025-09,BB Squeeze,Breakout,v2,"{""bb_len"": 20, ""bb_mult"": 2.0, ""kc_len"": 20, ""kc_mult"": 1.5, ""atr_mult"": 1.8}",4,-1.07,0.0,-1.384,1.07,0.0,-0.2832,0.0,-0.2832,4,1,3,-0.22,-0.91,-0.0,0.0,-1.07,-1.07,-1.07,-1.07
2026-01,Aggressive Breakout,Breakout,v4,"{""lookback"": 16, ""volume_mult"": 2.0, ""atr_mult"": 1.2}",6,-1.51,0.0,-1.725,1.51,0.0,-0.2663,0.0,-0.2663,6,3,3,-0.91,-0.69,-0.0,-0.3,-1.51,-1.51,-1.51,-1.51
2026-01,VWAP Bounce,Mean-Reversion,v1,"{""vwap_len"": 14, ""vwap_mult"": 1.0, ""rsi_len"": 5, ""atr_mult"": 1.0}",53,-1.57,0.834,-0.224,7.13,24.5,-0.0331,0.6762,-0.2636,14,32,21,0.81,-2.57,-0.0262,2.04,-1.57,-1.57,-1.57,-1.57
2025-09,RSI Momentum,Momentum,v3,"{""rsi_len"": 7, ""rsi_long_entry"": 52, ""rsi_short_entry"": 48, ""rsi_long_exit"": 70, ""rsi_short_exit"": 30, ""atr_mult"": 1.0}",84,-1.89,0.95,-0.095,9.81,22.6,-0.016,1.327,-0.4085,19,57,27,-6.02,4.68,-0.0092,-3.5,-1.89,-1.89,-1.89,-1.89
2026-02,Aggressive Breakout,Breakout,default,"{""lookback"": 12, ""volume_mult"": 1.5, ""atr_mult"": 1.0}",9,-1.95,0.062,-1.843,2.05,22.2,-0.2294,0.0682,-0.3145,4,3,6,-0.74,-1.33,-0.0557,-1.52,-1.95,-1.95,-1.95,-1.95
2026-02,Aggressive Breakout,Breakout,v2,"{""lookback"": 12, ""volume_mult"": 1.5, ""atr_mult"": 1.0}",9,-1.95,0.062,-1.843,2.05,22.2,-0.2294,0.0682,-0.3145,4,3,6,-0.74,-1.33,-0.0557,-1.52,-1.95,-1.95,-1.95,-1.95
2026-01,BB Squeeze,Breakout,v3,"{""bb_len"": 10, ""bb_mult"": 2.0, ""kc_len"": 10, ""kc_mult"": 1.5, ""atr_mult"": 1.2}",17,-2.04,0.376,-0.986,2.04,17.6,-0.1268,0.4324,-0.2466,6,10,7,-0.36,-1.8,-0.1819,-0.69,-2.04,-2.04,-2.04,-2.04
2025-11,Aggressive Breakout,Breakout,v4,"{""lookback"": 16, ""volume_mult"": 2.0, ""atr_mult"": 1.2}",5,-2.05,0.462,-0.499,3.72,20.0,-0.4254,1.8257,-0.9881,4,0,5,0.0,-2.13,-0.062,-0.15,-2.05,-2.05,-2.05,-2.05
2025-09,Momentum Accel,Momentum,v1,"{""macd_fast"": 5, ""macd_slow"": 15, ""macd_sig"": 3, ""adx_len"": 7, ""adx_thresh"": 18, ""atr_mult"": 1.0}",130,-2.07,0.975,-0.023,23.66,24.6,-0.0083,1.3067,-0.4377,18,72,58,-6.13,5.05,-0.001,-2.97,-2.07,-2.07,-2.07,-2.07
2025-10,BB Squeeze,Breakout,v3,"{""bb_len"": 10, ""bb_mult"": 2.0, ""kc_len"": 10, ""kc_mult"": 1.5, ""atr_mult"": 1.2}",10,-2.33,0.197,-1.077,2.92,20.0,-0.2476,0.303,-0.3853,6,4,6,-1.38,-1.1,-0.0725,-0.33,-2.33,-2.33,-2.33,-2.33
2025-09,BB Squeeze,Breakout,v1,"{""bb_len"": 15, ""bb_mult"": 1.5, ""kc_len"": 15, ""kc_mult"": 1.0, ""atr_mult"": 1.5}",5,-2.62,0.0,-1.158,2.62,0.0,-0.5564,0.0,-0.5564,5,2,3,-1.73,-1.05,-0.0,0.0,-2.62,-2.62,-2.62,-2.62
2025-09,Trend Pullback,Trend-Pullback,v3,"{""trend_ema"": 40, ""fast_ema"": 8, ""rsi_len"": 7, ""rsi_oversold"": 40, ""rsi_overbought"": 60, ""atr_mult"": 1.0}",69,-2.8,0.876,-0.18,12.38,15.9,-0.0347,1.5335,-0.3321,30,39,30,-0.05,-2.35,-0.0127,-5.7,-2.8,-2.8,-2.8,-2.8
2025-11,VWAP Bounce,Mean-Reversion,default,"{""vwap_len"": 20, ""vwap_mult"": 1.5, ""rsi_len"": 7, ""atr_mult"": 1.3}",27,-2.92,0.538,-0.698,5.55,14.8,-0.1136,0.8944,-0.2889,16,12,15,0.34,-3.41,-0.0677,-0.89,-2.92,-2.92,-2.92,-2.92
2025-11,VWAP Bounce,Mean-Reversion,v2,"{""vwap_len"": 20, ""vwap_mult"": 1.5, ""rsi_len"": 7, ""atr_mult"": 1.3}",27,-2.92,0.538,-0.698,5.55,14.8,-0.1136,0.8944,-0.2889,16,12,15,0.34,-3.41,-0.0677,-0.89,-2.92,-2.92,-2.92,-2.92
2025-11,Aggressive Breakout,Breakout,default,"{""lookback"": 12, ""volume_mult"": 1.5, ""atr_mult"": 1.0}",15,-3.06,0.515,-0.665,4.71,20.0,-0.2137,1.1329,-0.5504,6,4,11,-0.7,-2.5,-0.0726,-1.0,-3.06,-3.06,-3.06,-3.06
2025-11,Aggressive Breakout,Breakout,v2,"{""lookback"": 12, ""volume_mult"": 1.5, ""atr_mult"": 1.0}",15,-3.06,0.515,-0.665,4.71,20.0,-0.2137,1.1329,-0.5504,6,4,11,-0.7,-2.5,-0.0726,-1.0,-3.06,-3.06,-3.06,-3.06
2025-10,Aggressive Breakout,Breakout,v4,"{""lookback"": 16, ""volume_mult"": 2.0, ""atr_mult"": 1.2}",7,-3.7,0.021,-1.184,4.03,14.3,-0.564,0.0865,-0.6724,5,1,6,-1.22,-2.73,-0.0063,-2.34,-3.7,-3.7,-3.7,-3.7
2025-09,Aggressive Breakout,Breakout,v4,"{""lookback"": 16, ""volume_mult"": 2.0, ""atr_mult"": 1.2}",4,-3.87,0.051,-1.047,3.87,25.0,-1.0306,0.2207,-1.4477,2,4,0,-4.12,0.0,-0.0137,0.0,-3.87,-3.87,-3.87,-3.87
2026-02,Trend Pullback,Trend-Pullback,v3,"{""trend_ema"": 40, ""fast_ema"": 8, ""rsi_len"": 7, ""rsi_oversold"": 40, ""rsi_overbought"": 60, ""atr_mult"": 1.0}",43,-3.87,0.533,-1.262,3.9,27.9,-0.1003,0.4096,-0.2976,14,16,27,-0.61,-3.7,-0.1724,-1.87,-3.87,-3.87,-3.87,-3.87
2025-09,BB Squeeze,Breakout,v3,"{""bb_len"": 10, ""bb_mult"": 2.0, ""kc_len"": 10, ""kc_mult"": 1.5, ""atr_mult"": 1.2}",16,-3.91,0.171,-1.465,4.7,12.5,-0.2618,0.4314,-0.3608,14,12,4,-3.4,-0.79,-0.0533,0.22,-3.91,-3.91,-3.91,-3.91
2026-02,VWAP Bounce,Mean-Reversion,v1,"{""vwap_len"": 14, ""vwap_mult"": 1.0, ""rsi_len"": 5, ""atr_mult"": 1.0}",22,-4.44,0.191,-2.896,4.67,18.2,-0.2168,0.2806,-0.3274,11,17,5,-2.56,-2.21,-0.1181,-2.14,-4.44,-4.44,-4.44,-4.44
2026-02,Trend Pullback,Trend-Pullback,default,"{""trend_ema"": 50, ""fast_ema"": 9, ""rsi_len"": 7, ""rsi_oversold"": 35, ""rsi_overbought"": 65, ""atr_mult"": 1.5}",36,-4.49,0.339,-2.375,4.49,22.2,-0.1339,0.3097,-0.2606,7,13,23,-1.82,-3.0,-0.1795,-2.68,-4.49,-4.49,-4.49,-4.49
2026-02,Trend Pullback,Trend-Pullback,v2,"{""trend_ema"": 50, ""fast_ema"": 9, ""rsi_len"": 7, ""rsi_oversold"": 35, ""rsi_overbought"": 65, ""atr_mult"": 1.5}",36,-4.49,0.339,-2.375,4.49,22.2,-0.1339,0.3097,-0.2606,7,13,23,-1.82,-3.0,-0.1795,-2.68,-4.49,-4.49,-4.49,-4.49
2026-02,Aggressive Breakout,Breakout,v1,"{""lookback"": 8, ""volume_mult"": 1.2, ""atr_mult"": 0.8}",19,-5.26,0.08,-2.378,5.35,15.8,-0.2977,0.1633,-0.3841,7,7,12,-3.08,-2.58,-0.0354,-3.79,-5.26,-5.26,-5.26,-5.26
2026-02,Momentum Accel,Momentum,v4,"{""macd_fast"": 6, ""macd_slow"": 18, ""macd_sig"": 4, ""adx_len"": 8, ""adx_thresh"": 15, ""atr_mult"": 0.8}",46,-5.73,0.569,-1.23,6.08,28.3,-0.1325,0.6176,-0.4279,8,24,22,-6.17,0.07,-0.115,-2.01,-5.73,-5.73,-5.73,-5.73
2026-02,VWAP Bounce,Mean-Reversion,default,"{""vwap_len"": 20, ""vwap_mult"": 1.5, ""rsi_len"": 7, ""atr_mult"": 1.3}",16,-5.88,0.049,-2.244,5.92,12.5,-0.3956,0.1632,-0.4754,10,11,5,-1.61,-4.72,-0.0186,-4.08,-5.88,-5.88,-5.88,-5.88
2026-02,VWAP Bounce,Mean-Reversion,v2,"{""vwap_len"": 20, ""vwap_mult"": 1.5, ""rsi_len"": 7, ""atr_mult"": 1.3}",16,-5.88,0.049,-2.244,5.92,12.5,-0.3956,0.1632,-0.4754,10,11,5,-1.61,-4.72,-0.0186,-4.08,-5.88,-5.88,-5.88,-5.88
2026-02,Ensemble Vote,Ensemble,v3,"{""ema_fast"": 5, ""ema_slow"": 13, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 17, ""stoch_len"": 9, ""bb_len"": 15, ""min_votes"": 4, ""atr_mult"": 1.5}",32,-5.93,0.461,-1.271,7.09,40.6,-0.1969,0.4138,-0.6147,6,20,12,-6.86,0.56,-0.0826,-3.12,-5.93,-5.93,-5.93,-5.93
2026-02,Ensemble Vote,Ensemble,v4,"{""ema_fast"": 9, ""ema_slow"": 21, ""rsi_len"": 7, ""macd_fast"": 12, ""macd_slow"": 26, ""stoch_len"": 14, ""bb_len"": 20, ""min_votes"": 2, ""atr_mult"": 1.0}",56,-6.31,0.65,-0.66,8.71,28.6,-0.1194,0.7767,-0.4778,6,26,30,-3.4,-3.28,-0.0493,-1.63,-6.31,-6.31,-6.31,-6.31
2026-02,Adaptive Regime,Adaptive,default,"{""adx_len"": 14, ""adx_trend_thresh"": 25, ""adx_range_thresh"": 18, ""ema_fast"": 9, ""ema_slow"": 21, ""bb_len"": 20, ""rsi_len"": 7, ""atr_mult"": 1.5}",27,-6.42,0.366,-0.586,10.33,37.0,-0.2563,0.4,-0.6424,4,8,19,-3.68,-3.24,-0.0208,-3.19,-6.42,-6.42,-6.42,-6.42
2026-02,Adaptive Regime,Adaptive,v2,"{""adx_len"": 14, ""adx_trend_thresh"": 25, ""adx_range_thresh"": 18, ""ema_fast"": 9, ""ema_slow"": 21, ""bb_len"": 20, ""rsi_len"": 7, ""atr_mult"": 1.5}",27,-6.42,0.366,-0.586,10.33,37.0,-0.2563,0.4,-0.6424,4,8,19,-3.68,-3.24,-0.0208,-3.19,-6.42,-6.42,-6.42,-6.42
2026-02,Scalp EMA,Trend-Scalp,v1,"{""fast"": 3, ""mid"": 8, ""slow"": 21, ""atr_mult"": 1.0}",40,-6.47,0.569,-0.715,8.55,30.0,-0.1713,0.7544,-0.568,6,16,24,-1.98,-4.87,-0.0476,-1.8,-6.47,-6.47,-6.47,-6.47
2026-02,Trend Pullback,Trend-Pullback,v4,"{""trend_ema"": 20, ""fast_ema"": 5, ""rsi_len"": 5, ""rsi_oversold"": 30, ""rsi_overbought"": 70, ""atr_mult"": 0.8}",43,-6.69,0.37,-2.152,6.73,16.3,-0.168,0.6066,-0.3186,16,13,30,-3.42,-3.8,-0.1184,-2.92,-6.69,-6.69,-6.69,-6.69
2026-02,Scalp EMA,Trend-Scalp,v3,"{""fast"": 5, ""mid"": 10, ""slow"": 25, ""atr_mult"": 0.8}",29,-6.75,0.335,-0.637,10.46,27.6,-0.2519,0.4601,-0.5231,8,12,17,-3.22,-4.08,-0.0204,-2.67,-6.75,-6.75,-6.75,-6.75
2026-02,RSI Momentum,Momentum,v1,"{""rsi_len"": 5, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 80, ""rsi_short_exit"": 20, ""atr_mult"": 1.2}",48,-6.75,0.449,-1.923,6.75,22.9,-0.1515,0.5395,-0.3569,7,22,26,-5.35,-1.92,-0.1281,-3.41,-6.75,-6.75,-6.75,-6.75
2026-02,Momentum Accel,Momentum,v3,"{""macd_fast"": 12, ""macd_slow"": 26, ""macd_sig"": 9, ""adx_len"": 14, ""adx_thresh"": 22, ""atr_mult"": 1.5}",33,-6.77,0.518,-0.856,9.57,36.4,-0.2182,0.6444,-0.7112,4,18,15,-8.22,1.02,-0.0463,-4.38,-6.77,-6.77,-6.77,-6.77
2026-02,RSI Momentum,Momentum,v4,"{""rsi_len"": 10, ""rsi_long_entry"": 60, ""rsi_short_entry"": 40, ""rsi_long_exit"": 80, ""rsi_short_exit"": 20, ""atr_mult"": 1.5}",39,-6.78,0.453,-1.467,7.51,25.6,-0.1863,0.6012,-0.4578,7,19,20,-4.6,-2.67,-0.0885,-1.7,-6.78,-6.78,-6.78,-6.78
2025-09,Confluence,Multi-Indicator,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 7, ""stoch_len"": 7, ""atr_mult"": 1.2}",64,-6.99,0.721,-0.452,10.54,18.8,-0.1118,1.5428,-0.4936,14,32,32,-5.49,-1.66,-0.031,-6.08,-6.99,-6.99,-6.99,-6.99
2026-02,Scalp EMA,Trend-Scalp,v4,"{""fast"": 3, ""mid"": 5, ""slow"": 13, ""atr_mult"": 0.7}",49,-7.02,0.538,-0.769,8.55,22.4,-0.1536,0.7979,-0.4291,7,24,25,-8.07,0.54,-0.0484,-1.82,-7.02,-7.02,-7.02,-7.02
2025-09,Confluence,Multi-Indicator,default,"{""ema_fast"": 8, ""ema_slow"": 21, ""rsi_len"": 14, ""stoch_len"": 14, ""atr_mult"": 1.5}",84,-7.06,0.722,-0.322,14.07,25.0,-0.0868,0.9034,-0.4168,20,46,38,-7.18,-0.11,-0.0165,0.7,-7.06,-7.06,-7.06,-7.06
2025-09,Confluence,Multi-Indicator,v2,"{""ema_fast"": 8, ""ema_slow"": 21, ""rsi_len"": 14, ""stoch_len"": 14, ""atr_mult"": 1.5}",84,-7.06,0.722,-0.322,14.07,25.0,-0.0868,0.9034,-0.4168,20,46,38,-7.18,-0.11,-0.0165,0.7,-7.06,-7.06,-7.06,-7.06
2025-11,VWAP Bounce,Mean-Reversion,v1,"{""vwap_len"": 14, ""vwap_mult"": 1.0, ""rsi_len"": 5, ""atr_mult"": 1.0}",54,-7.12,0.43,-1.341,8.45,14.8,-0.1425,0.7255,-0.2934,37,24,30,0.84,-8.53,-0.0683,-0.69,-7.12,-7.12,-7.12,-7.12
2026-02,Adaptive Regime,Adaptive,v3,"{""adx_len"": 10, ""adx_trend_thresh"": 20, ""adx_range_thresh"": 15, ""ema_fast"": 8, ""ema_slow"": 21, ""bb_len"": 15, ""rsi_len"": 7, ""atr_mult"": 1.0}",36,-7.44,0.439,-0.861,11.12,27.8,-0.2229,0.6291,-0.5506,5,15,21,-4.87,-3.16,-0.034,-4.38,-7.44,-7.44,-7.44,-7.44
2025-09,Aggressive Breakout,Breakout,v1,"{""lookback"": 8, ""volume_mult"": 1.2, ""atr_mult"": 0.8}",44,-7.5,0.611,-0.444,11.64,20.5,-0.171,1.3129,-0.5525,11,22,22,-6.69,-0.83,-0.0233,-1.71,-7.5,-7.5,-7.5,-7.5
2026-02,Trend Pullback,Trend-Pullback,v1,"{""trend_ema"": 30, ""fast_ema"": 5, ""rsi_len"": 5, ""rsi_oversold"": 30, ""rsi_overbought"": 70, ""atr_mult"": 1.2}",42,-8.16,0.149,-4.491,8.2,19.0,-0.2128,0.196,-0.3089,13,14,28,-2.92,-6.01,-0.0818,-4.28,-8.16,-8.16,-8.16,-8.16
2026-02,Aggressive Breakout,Breakout,v3,"{""lookback"": 6, ""volume_mult"": 1.0, ""atr_mult"": 0.7}",33,-8.18,0.135,-3.322,8.28,12.1,-0.2712,0.3501,-0.3569,15,13,20,-5.41,-3.54,-0.0543,-6.23,-8.18,-8.18,-8.18,-8.18
2026-02,Momentum Accel,Momentum,v1,"{""macd_fast"": 5, ""macd_slow"": 15, ""macd_sig"": 3, ""adx_len"": 7, ""adx_thresh"": 18, ""atr_mult"": 1.0}",59,-8.36,0.519,-1.672,9.08,28.8,-0.1534,0.5755,-0.4484,8,28,31,-9.6,0.55,-0.0956,-5.55,-8.36,-8.36,-8.36,-8.36
2025-09,Aggressive Breakout,Breakout,default,"{""lookback"": 12, ""volume_mult"": 1.5, ""atr_mult"": 1.0}",22,-8.59,0.134,-1.945,8.59,13.6,-0.4261,0.482,-0.5695,7,12,10,-7.82,-1.55,-0.0302,-1.62,-8.59,-8.59,-8.59,-8.59
2025-09,Aggressive Breakout,Breakout,v2,"{""lookback"": 12, ""volume_mult"": 1.5, ""atr_mult"": 1.0}",22,-8.59,0.134,-1.945,8.59,13.6,-0.4261,0.482,-0.5695,7,12,10,-7.82,-1.55,-0.0302,-1.62,-8.59,-8.59,-8.59,-8.59
2026-02,RSI Momentum,Momentum,v3,"{""rsi_len"": 7, ""rsi_long_entry"": 52, ""rsi_short_entry"": 48, ""rsi_long_exit"": 70, ""rsi_short_exit"": 30, ""atr_mult"": 1.0}",32,-8.59,0.209,-2.486,9.3,25.0,-0.2935,0.3102,-0.4948,8,14,18,-4.16,-5.23,-0.0559,-5.89,-8.59,-8.59,-8.59,-8.59
2025-11,Confluence,Multi-Indicator,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 7, ""stoch_len"": 7, ""atr_mult"": 1.2}",57,-8.67,0.505,-1.108,13.13,21.1,-0.1643,0.7962,-0.4205,14,33,24,-3.34,-6.03,-0.0426,-4.06,-8.67,-8.67,-8.67,-8.67
2026-02,Adaptive Regime,Adaptive,v1,"{""adx_len"": 10, ""adx_trend_thresh"": 22, ""adx_range_thresh"": 15, ""ema_fast"": 5, ""ema_slow"": 15, ""bb_len"": 15, ""rsi_len"": 5, ""atr_mult"": 1.2}",39,-8.69,0.472,-0.938,11.12,25.6,-0.2458,0.8582,-0.6264,8,18,21,-7.56,-2.03,-0.0398,-4.0,-8.69,-8.69,-8.69,-8.69
2026-02,Ensemble Vote,Ensemble,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 5, ""macd_fast"": 8, ""macd_slow"": 21, ""stoch_len"": 7, ""bb_len"": 15, ""min_votes"": 3, ""atr_mult"": 1.0}",68,-8.87,0.576,-1.171,9.76,23.5,-0.1435,0.8269,-0.4421,9,33,35,-3.46,-6.3,-0.0691,-1.81,-8.87,-8.87,-8.87,-8.87
2026-02,Confluence,Multi-Indicator,v1,"{""ema_fast"": 5, ""ema_slow"": 15, ""rsi_len"": 7, ""stoch_len"": 7, ""atr_mult"": 1.2}",25,-8.88,0.273,-1.921,10.17,24.0,-0.3867,0.605,-0.6999,8,15,10,-8.07,-1.6,-0.0516,-5.59,-8.88,-8.88,-8.88,-8.88
2025-09,RSI Momentum,Momentum,v1,"{""rsi_len"": 5, ""rsi_long_entry"": 55, ""rsi_short_entry"": 45, ""rsi_long_exit"": 80, ""rsi_short_exit"": 20, ""atr_mult"": 1.2}",102,-9.04,0.688,-0.637,16.56,16.7,-0.0925,1.2261,-0.3562,39,58,44,-7.38,-2.06,-0.0265,-8.6,-9.04,-9.04,-9.04,-9.04
2025-12,Aggressive Breakout,Breakout,default,"{""lookback"": 12, ""volume_mult"": 1.5, ""atr_mult"": 1.0}",24,-9.08,0.094,-1.132,9.08,37.5,-0.4097,0.113,-0.7233,3,15,9,-1.97,-7.86,-0.0117,-1.39,-9.08,-9.08,-9.08,-9.08
2025-12,Aggressive Breakout,Breakout,v2,"{""lookback"": 12, ""volume_mult"": 1.5, ""atr_mult"": 1.0}",24,-9.08,0.094,-1.132,9.08,37.5,-0.4097,0.113,-0.7233,3,15,9,-1.97,-7.86,-0.0117,-1.39,-9.08,-9.08,-9.08,-9.08
2025-09,Adaptive Regime,Adaptive,v1,"{""adx_len"": 10, ""adx_trend_thresh"": 22, ""adx_range_thresh"": 15, ""ema_fast"": 5, ""ema_slow"": 15, ""bb_len"": 15, ""rsi_len"": 5, ""atr_mult"": 1.2}",63,-9.19,0.638,-0.292,26.14,25.4,-0.159,1.1053,-0.5894,7,36,27,-1.58,-8.44,-0.0071,-10.31,-9.19,-9.19,-9.19,-9.19
2025-09,Aggressive Breakout,Breakout,v3,"{""lookback"": 6, ""volume_mult"": 1.0, ""atr_mult"": 0.7}",70,-9.25,0.617,-0.572,13.34,20.0,-0.1362,1.0986,-0.4449,15,35,35,-5.52,-4.02,-0.0265,-2.29,-9.25,-9.25,-9.25,-9.25
2026-02,Momentum Accel,Momentum,default,"{""macd_fast"": 8, ""macd_slow"": 21, ""macd_sig"": 5, ""adx_len"": 10, ""adx_thresh"": 20, ""atr_mult"": 1.3}",44,-9.25,0.433,-1.739,9.25,31.8,-0.2279,0.5481,-0.5901,8,24,20,-9.7,-0.33,-0.0815,-5.08,-9.25,-9.25,-9.25,-9.25
2026-02,Momentum Accel,Momentum,v2,"{""macd_fast"": 8, ""macd_slow"": 21, ""macd_sig"": 5, ""adx_len"": 10, ""adx_thresh"": 20, ""atr_mult"": 1.3}",44,-9.25,0.433,-1.739,9.25,31.8,-0.2279,0.5481,-0.5901,8,24,20,-9.7,-0.33,-0.0815,-5.08,-9.25,-9.25,-9.25,-9.25
