date,open,high,low,close,volume
2025-02-16 16:00:00,96951.65625,97154.7265625,96921.3984375,96954.6328125,0
2025-02-16 18:00:00,96979.140625,97110.71875,96772.15625,97065.0078125,1290348544
2025-02-16 20:00:00,97068.1953125,97208.984375,96888.765625,97159.875,161660928
2025-02-16 22:00:00,97172.75,97180.4765625,96069.96875,96201.59375,1626263552
2025-02-17 00:00:00,96092.5078125,96508.5078125,96092.5078125,96508.5078125,684758016
2025-02-17 02:00:00,96510.25,96586.1484375,96094.0625,96230.0546875,815854592
2025-02-17 04:00:00,96217.7578125,96314.7265625,95865.640625,96241.78125,503412736
2025-02-17 06:00:00,96252.8671875,96431.6875,95914.03125,96078.15625,1877547008
2025-02-17 08:00:00,96080.671875,96304.15625,95973.2890625,96198.5,745906176
2025-02-17 10:00:00,96175.546875,96387.421875,96015.03125,96065.359375,987707392
2025-02-17 12:00:00,96058.3671875,96480.7109375,96058.3671875,96390.5859375,0
2025-02-17 14:00:00,96403.953125,96990.8515625,95600.3515625,95600.3515625,2391562240
2025-02-17 16:00:00,95675.4765625,95936.0546875,95327.359375,95580.140625,3053776896
2025-02-17 18:00:00,95567.6796875,95757.546875,95243.546875,95568.09375,1627832320
2025-02-17 20:00:00,95554.03125,96386.9765625,95539.1171875,96386.9765625,497520640
2025-02-17 22:00:00,96403.34375,96403.34375,95738.75,95765.453125,12853248
2025-02-18 00:00:00,95839.125,96265.6796875,95567.7734375,96265.6796875,546478080
2025-02-18 02:00:00,96261.15625,96311.9375,96037.515625,96192.21875,685152256
2025-02-18 04:00:00,96186.234375,96287.5390625,95591.265625,95592.453125,538640384
2025-02-18 06:00:00,95598.0546875,95658.34375,95293.2734375,95475.21875,1861296128
2025-02-18 08:00:00,95446.0234375,95707.28125,95146.3125,95702.375,195129344
2025-02-18 10:00:00,95758.4375,95839.5625,95554.859375,95607.7265625,568115200
2025-02-18 12:00:00,95620.4140625,96364.7109375,95606.1875,96216.2265625,817395712
2025-02-18 14:00:00,96211.0859375,96695.375,95292.8203125,95501.640625,667187200
2025-02-18 16:00:00,95513.6640625,95576.09375,94084.515625,94095.6640625,1020100608
2025-02-18 18:00:00,93827.203125,94270.9765625,93410.84375,94083.1953125,3807449088
2025-02-18 20:00:00,93985.1484375,95231.1796875,93739.703125,94915.5546875,1983064064
2025-02-18 22:00:00,94986.0625,95524.3046875,94878.515625,95524.3046875,1754210304
2025-02-19 00:00:00,95607.8671875,95709.4453125,95015.7109375,95403.3984375,609251328
2025-02-19 02:00:00,95429.359375,95891.9140625,95429.359375,95655.0078125,1045356544
2025-02-19 04:00:00,95715.203125,95715.203125,95030.28125,95238.6953125,1311555584
2025-02-19 06:00:00,95260.5546875,95790.3359375,95212.171875,95731.9609375,402067456
2025-02-19 08:00:00,95648.7109375,95947.8046875,95605.9296875,95947.8046875,0
2025-02-19 10:00:00,95893.265625,96396.5625,95893.265625,96359.7890625,1575497728
2025-02-19 12:00:00,96391.0078125,96477.3046875,96168.1875,96303.8515625,202031104
2025-02-19 14:00:00,96313.109375,96686.515625,95603.1328125,95955.5859375,0
2025-02-19 16:00:00,95929.3046875,96461.5390625,95929.3046875,96432.1640625,0
2025-02-19 18:00:00,96382.4921875,96382.4921875,95469.34375,96116.8984375,134600704
2025-02-19 20:00:00,96173.3203125,96456.609375,96053.90625,96292.7734375,0
2025-02-19 22:00:00,96279.0,96820.328125,96279.0,96636.1015625,601972736
2025-02-20 00:00:00,96624.4140625,96918.640625,96447.5,96720.0078125,692264960
2025-02-20 02:00:00,96747.8515625,97317.1796875,96747.8515625,97083.515625,1534529536
2025-02-20 04:00:00,97067.046875,97326.8125,96919.109375,96919.109375,340649984
2025-02-20 06:00:00,96915.9765625,97067.9453125,96816.453125,96971.84375,90304512
2025-02-20 08:00:00,96874.21875,97272.4140625,96821.203125,97177.8046875,660498432
2025-02-20 10:00:00,97193.109375,97372.9765625,97114.6796875,97206.3984375,0
2025-02-20 12:00:00,97204.3125,97546.59375,97204.3125,97546.59375,945913856
2025-02-20 14:00:00,97567.1796875,98037.09375,96900.9296875,96919.6640625,1311037440
2025-02-20 16:00:00,96908.984375,98005.625,96908.984375,98005.625,1297106944
2025-02-20 18:00:00,97990.8671875,98516.453125,97990.8671875,98443.15625,1691473920
2025-02-20 20:00:00,98457.296875,98744.1484375,98062.7890625,98136.078125,1125087232
2025-02-20 22:00:00,98123.0546875,98523.765625,98114.4375,98337.09375,152301568
2025-02-21 00:00:00,98338.84375,98513.1875,98139.4453125,98369.3828125,189640704
2025-02-21 02:00:00,98346.1328125,98385.28125,98142.5625,98177.390625,472440832
2025-02-21 04:00:00,98172.65625,98390.1953125,98172.65625,98361.609375,0
2025-02-21 06:00:00,98366.09375,98605.90625,98206.9453125,98206.9453125,286978048
2025-02-21 08:00:00,98219.5,98903.5859375,98173.75,98355.3515625,1319944192
2025-02-21 10:00:00,98369.0,98787.4375,98293.484375,98658.140625,1129195520
2025-02-21 12:00:00,98656.6953125,99473.7265625,98559.0546875,99392.0,2466197504
2025-02-21 14:00:00,99374.125,99392.78125,97269.3359375,98071.1015625,3873384448
2025-02-21 16:00:00,98107.578125,98756.734375,96885.609375,97009.53125,4977545216
2025-02-21 18:00:00,96968.1171875,97164.671875,95240.9375,95375.4140625,3618451456
2025-02-21 20:00:00,95265.703125,95523.546875,94918.8359375,95339.3671875,2638753792
2025-02-21 22:00:00,95321.34375,96148.875,95193.3046875,96134.921875,1613709312
2025-02-22 00:00:00,96117.0703125,96458.5078125,95781.3203125,96223.53125,295985152
2025-02-22 02:00:00,96231.0,96439.34375,96105.078125,96290.859375,0
2025-02-22 04:00:00,96291.625,96507.1796875,96291.625,96491.34375,0
2025-02-22 06:00:00,96509.984375,96570.6640625,96340.8828125,96344.3828125,0
2025-02-22 08:00:00,96297.8046875,96482.109375,96136.5625,96468.9375,0
2025-02-22 10:00:00,96485.546875,96599.1015625,96447.421875,96590.453125,500469760
2025-02-22 12:00:00,96591.28125,96893.484375,96556.9375,96558.0078125,0
2025-02-22 14:00:00,96574.7265625,96704.5078125,96509.1015625,96638.5390625,0
2025-02-22 16:00:00,96610.8046875,96787.90625,96501.6875,96629.7734375,0
2025-02-22 18:00:00,96635.6875,96772.453125,96383.890625,96627.0703125,0
2025-02-22 20:00:00,96625.40625,96677.328125,96534.984375,96677.328125,0
2025-02-22 22:00:00,96672.796875,96700.234375,96543.0,96580.2578125,0
2025-02-23 00:00:00,96571.046875,96657.171875,96431.5546875,96484.4609375,406853632
2025-02-23 02:00:00,96481.46875,96587.9921875,96421.8359375,96453.9375,579642368
2025-02-23 04:00:00,96440.796875,96532.4765625,96239.4921875,96239.4921875,32309248
2025-02-23 06:00:00,96231.703125,96580.109375,96192.765625,96557.984375,20264960
2025-02-23 08:00:00,96558.4375,96561.6640625,96286.9921875,96320.21875,236633088
2025-02-23 10:00:00,96320.53125,96320.53125,96120.1953125,96135.6328125,0
2025-02-23 12:00:00,96124.6640625,96143.1171875,95698.21875,95948.7109375,279678976
2025-02-23 14:00:00,95938.984375,96038.765625,95469.6484375,95469.6484375,0
2025-02-23 16:00:00,95450.5625,95732.828125,95280.578125,95665.6484375,595776512
2025-02-23 18:00:00,95664.78125,95879.8671875,95644.5703125,95751.15625,0
2025-02-23 20:00:00,95772.375,95813.9765625,95686.2109375,95768.4921875,0
2025-02-23 22:00:00,95759.4296875,96304.7265625,95572.515625,96277.328125,954991616
2025-02-24 00:00:00,96267.8515625,96476.515625,95834.2265625,95980.046875,1785368576
2025-02-24 02:00:00,95983.8125,96176.6484375,95332.796875,95527.703125,1598750720
2025-02-24 04:00:00,95478.3125,95750.265625,95125.3828125,95730.8203125,2515027968
2025-02-24 06:00:00,95715.265625,95948.5859375,95663.3046875,95889.6796875,490678272
2025-02-24 08:00:00,95898.1953125,96150.0703125,95436.7109375,95790.734375,1482668032
2025-02-24 10:00:00,95762.65625,95894.6171875,95415.5859375,95831.7265625,1004304384
2025-02-24 12:00:00,95827.7578125,96062.9375,95383.390625,95601.734375,693639168
2025-02-24 14:00:00,95612.0,95691.8046875,93901.578125,94246.828125,5623078912
2025-02-24 16:00:00,94301.5703125,95150.75,94190.4375,94658.1875,2491140096
2025-02-24 18:00:00,94635.5,94833.4453125,93743.8671875,93894.8671875,2332553216
2025-02-24 20:00:00,93889.203125,94515.7265625,93677.65625,93997.890625,2564657152
2025-02-24 22:00:00,93959.84375,93959.84375,91393.390625,91393.390625,6010236928
2025-02-25 00:00:00,91496.140625,92354.2578125,91029.2265625,91970.921875,5617709056
2025-02-25 02:00:00,92168.9296875,92498.59375,91626.609375,92197.296875,1480724480
2025-02-25 04:00:00,92152.765625,92294.921875,91723.8359375,92003.671875,1170288640
2025-02-25 06:00:00,92037.7734375,92037.7734375,88355.9453125,89398.484375,7821660160
2025-02-25 08:00:00,89266.65625,89958.46875,88284.1796875,88284.1796875,5904965632
2025-02-25 10:00:00,88268.3359375,89292.828125,87190.7734375,89198.6328125,9792704512
2025-02-25 12:00:00,89198.71875,89463.6484375,88747.3984375,88818.2109375,4174831616
2025-02-25 14:00:00,88696.40625,89293.6484375,86138.2734375,87301.0390625,4202299392
2025-02-25 16:00:00,87007.546875,87694.015625,86128.4375,87117.859375,4186513408
2025-02-25 18:00:00,87152.171875,87924.3828125,86448.5078125,87863.0859375,1900347392
2025-02-25 20:00:00,87816.71875,88873.140625,87594.2734375,88598.2109375,2607030272
2025-02-25 22:00:00,88692.203125,89344.90625,88446.0390625,88701.9140625,102842368
2025-02-26 00:00:00,88491.3359375,88711.40625,88054.53125,88691.546875,0
2025-02-26 02:00:00,88609.4140625,89260.65625,88355.8828125,88822.1015625,133988352
2025-02-26 04:00:00,88797.0390625,89089.84375,88421.0546875,88421.0546875,0
2025-02-26 06:00:00,88345.0234375,89015.40625,88345.0234375,88659.96875,2232434688
2025-02-26 08:00:00,88641.875,89208.5078125,88178.828125,89055.546875,0
2025-02-26 10:00:00,89059.828125,89222.5390625,88611.8515625,88611.8515625,0
2025-02-26 12:00:00,88550.4609375,88573.2265625,87053.234375,87053.234375,0
2025-02-26 14:00:00,87072.828125,88288.6484375,85422.9375,87413.8359375,1632796672
2025-02-26 16:00:00,87454.171875,87614.5078125,85626.4609375,85626.4609375,0
2025-02-26 18:00:00,86165.1171875,86317.1484375,83683.5703125,83755.3671875,8962310144
2025-02-26 20:00:00,83783.140625,84807.203125,82242.9921875,84336.375,3264200704
2025-02-26 22:00:00,84439.328125,85122.9375,83836.8515625,83993.6328125,2340999168
2025-02-27 00:00:00,84136.3046875,85265.8984375,83977.671875,84706.546875,3868168192
2025-02-27 02:00:00,84641.421875,85228.046875,84222.7578125,85164.9921875,2459906048
2025-02-27 04:00:00,85134.2265625,85825.984375,84637.1875,85825.984375,39010304
2025-02-27 06:00:00,85809.0703125,86478.65625,85646.515625,86256.140625,1699446784
2025-02-27 08:00:00,86210.6171875,86354.3515625,85848.9609375,86044.6171875,394551296
2025-02-27 10:00:00,86091.75,86939.5859375,85984.9921875,86640.7734375,300687360
2025-02-27 12:00:00,86625.2265625,86690.9453125,85830.1484375,86042.0703125,549568512
2025-02-27 14:00:00,86045.0078125,86308.4765625,84633.4375,85580.4296875,413724672
2025-02-27 16:00:00,85452.5625,85571.2421875,84315.375,84459.4609375,0
2025-02-27 18:00:00,84607.59375,84865.40625,83514.484375,84054.6875,0
2025-02-27 20:00:00,84011.53125,84283.9296875,82745.171875,84168.375,0
2025-02-27 22:00:00,84263.1171875,84818.4453125,83801.3828125,84763.90625,0
2025-02-28 00:00:00,84671.1640625,84780.2265625,81298.96875,82081.1875,3953508352
2025-02-28 02:00:00,81728.8515625,82737.0078125,79691.9921875,80283.3203125,7202115584
2025-02-28 04:00:00,80326.78125,80767.7890625,79269.7890625,79616.3828125,5084102656
2025-02-28 06:00:00,79828.8203125,80258.7421875,78790.59375,79049.0703125,7179022336
2025-02-28 08:00:00,79098.65625,80598.0234375,78260.9453125,80267.109375,5479399424
2025-02-28 10:00:00,80307.71875,80701.8828125,79612.2578125,80416.671875,186572800
2025-02-28 12:00:00,80365.3671875,81659.5390625,80095.1484375,81466.1328125,2929655808
2025-02-28 14:00:00,81461.2578125,84298.5859375,81163.875,83971.3203125,2926567424
2025-02-28 16:00:00,83973.015625,84853.7734375,83516.125,83610.40625,1399037952
2025-02-28 18:00:00,83613.265625,84907.5703125,83197.3515625,84374.546875,2557575168
2025-02-28 20:00:00,84421.984375,84730.734375,83612.28125,84189.390625,0
2025-02-28 22:00:00,84231.65625,84467.6171875,83874.7734375,84374.015625,0
2025-03-01 00:00:00,84330.8515625,84741.8984375,83794.234375,84626.71875,692592640
2025-03-01 02:00:00,84609.890625,85482.8515625,84341.359375,85235.5546875,0
2025-03-01 04:00:00,85321.8203125,86501.0625,85302.6328125,85599.203125,0
2025-03-01 06:00:00,85592.25,85614.6484375,84726.09375,84726.09375,0
2025-03-01 08:00:00,84719.984375,85458.3203125,84719.984375,85324.2734375,0
2025-03-01 10:00:00,85343.6640625,85368.859375,84371.1875,84591.546875,0
2025-03-01 12:00:00,84591.2578125,84862.359375,84344.234375,84457.3203125,0
2025-03-01 14:00:00,84477.421875,84797.265625,84416.390625,84757.4921875,0
2025-03-01 16:00:00,84759.65625,85279.7421875,84671.75,85179.8828125,0
2025-03-01 18:00:00,85171.2734375,85439.1015625,85055.7421875,85425.2734375,0
2025-03-01 20:00:00,85439.9765625,86096.625,85307.3828125,85966.1484375,0
2025-03-01 22:00:00,86033.0390625,86158.0546875,85650.8984375,86039.7578125,942098432
2025-03-02 00:00:00,86024.3515625,86305.265625,85795.5625,86305.265625,171909120
2025-03-02 02:00:00,86311.03125,86443.1015625,85671.1640625,85876.8125,224946176
2025-03-02 04:00:00,85832.9765625,85970.875,85523.25,85900.9765625,0
2025-03-02 06:00:00,85954.640625,86448.6484375,85907.3125,86202.1796875,0
2025-03-02 08:00:00,86207.8046875,86207.8046875,85687.28125,85966.28125,112064512
2025-03-02 10:00:00,85870.0546875,86152.9375,85780.1796875,86088.3046875,0
2025-03-02 12:00:00,86072.5078125,86072.5078125,85502.3125,85609.3125,0
2025-03-02 14:00:00,85651.078125,88340.078125,85058.875,87533.5859375,6875162624
2025-03-02 16:00:00,87428.8984375,95026.0703125,87428.8984375,94013.328125,18447603712
2025-03-02 18:00:00,94334.9921875,94334.9921875,92431.09375,93525.1015625,6825607168
2025-03-02 20:00:00,93585.9765625,94424.3515625,93585.9765625,94161.7890625,4074532864
2025-03-02 22:00:00,94261.5,94827.9609375,93960.6640625,94247.1171875,2587545600
2025-03-03 00:00:00,94292.2421875,94339.484375,92675.1796875,93088.609375,5417267200
2025-03-03 02:00:00,93069.6484375,93401.65625,92473.046875,92698.84375,2712252416
2025-03-03 04:00:00,92711.625,93298.859375,92594.5859375,93231.8203125,1594667008
2025-03-03 06:00:00,93280.8515625,93280.8515625,91229.96875,92395.4609375,1701994496
2025-03-03 08:00:00,92348.125,92348.125,91212.109375,91879.140625,3869581312
2025-03-03 10:00:00,91861.0859375,92769.8046875,91551.8125,92667.03125,1873977344
2025-03-03 12:00:00,92768.5703125,93611.7265625,92768.5703125,93450.296875,1455849472
2025-03-03 14:00:00,93394.1875,93657.9765625,89251.515625,90045.546875,3930898432
2025-03-03 16:00:00,90016.3359375,90887.7890625,89689.953125,90238.265625,0
2025-03-03 18:00:00,90211.15625,90224.3046875,85657.0546875,85657.0546875,1972494336
2025-03-03 20:00:00,85509.328125,86436.1171875,85105.40625,85105.40625,2980102144
2025-03-03 22:00:00,85279.1796875,86916.234375,85279.1796875,86016.4140625,1734221824
2025-03-04 00:00:00,86054.0859375,86654.75,82873.3828125,83278.0390625,3164618752
2025-03-04 02:00:00,83301.390625,84319.7109375,82499.4375,84031.1875,3038552064
2025-03-04 04:00:00,83919.765625,84422.0546875,83356.859375,84237.296875,1778712576
2025-03-04 06:00:00,84199.8125,84306.2265625,83106.3828125,83106.3828125,0
2025-03-04 08:00:00,83135.375,84075.59375,83135.375,83712.28125,506363904
2025-03-04 10:00:00,83741.515625,84204.0234375,83497.9609375,83919.5859375,1177010176
2025-03-04 12:00:00,83831.8046875,83890.4609375,82531.5546875,82667.4921875,369909760
2025-03-04 14:00:00,82716.390625,84527.5859375,81727.140625,82764.75,628817920
2025-03-04 16:00:00,82918.7734375,85439.9765625,82022.4140625,85285.953125,2973409280
2025-03-04 18:00:00,85382.3359375,88386.1796875,85161.0078125,88205.2109375,63504384
2025-03-04 20:00:00,88222.8671875,88817.5546875,86619.328125,87414.578125,986300416
2025-03-04 22:00:00,87488.734375,87886.2109375,87124.875,87257.0625,1079480320
2025-03-05 00:00:00,87137.171875,87705.1796875,86420.6484375,87596.6015625,0
2025-03-05 02:00:00,87633.3515625,87852.875,87076.4296875,87157.25,0
2025-03-05 04:00:00,86814.0078125,87308.4609375,86814.0078125,87125.46875,11972608
2025-03-05 06:00:00,87117.515625,87674.078125,87013.640625,87645.96875,0
2025-03-05 08:00:00,87603.2578125,88761.953125,87603.2578125,88472.4609375,156962816
2025-03-05 10:00:00,88483.6171875,90529.8125,88388.109375,89764.7734375,2587070464
2025-03-05 12:00:00,89939.6875,90717.359375,89118.96875,89484.78125,2438901760
2025-03-05 14:00:00,89519.3203125,89762.734375,88037.046875,88401.6484375,0
2025-03-05 16:00:00,88260.9140625,90396.796875,87635.90625,89736.671875,0
2025-03-05 18:00:00,89493.328125,89973.28125,88971.9375,89806.296875,0
2025-03-05 20:00:00,89903.8515625,90514.1328125,89684.0390625,90385.6328125,0
2025-03-05 22:00:00,90444.1953125,90971.359375,90038.046875,90589.9453125,904544256
2025-03-06 00:00:00,90613.234375,91825.0625,90014.40625,91088.4453125,1270988800
2025-03-06 02:00:00,91097.4375,91968.609375,91044.7578125,91573.2578125,2097827840
2025-03-06 04:00:00,91613.8203125,92790.6953125,91569.125,92790.6953125,674365440
2025-03-06 06:00:00,92760.453125,92760.453125,91296.7890625,91348.1953125,1501085696
2025-03-06 08:00:00,91376.328125,91558.28125,90692.484375,90729.6015625,16502784
2025-03-06 10:00:00,90728.7265625,91654.5,90652.21875,91345.90625,0
2025-03-06 12:00:00,91345.125,91345.125,89739.2890625,89744.9140625,0
2025-03-06 14:00:00,89484.1953125,91301.0859375,89317.0390625,90799.7734375,868216832
2025-03-06 16:00:00,90861.84375,91020.8671875,88091.46875,88692.0,814784512
2025-03-06 18:00:00,88622.34375,89312.828125,87877.71875,88649.78125,0
2025-03-06 20:00:00,88639.53125,89806.3203125,88639.53125,89535.140625,1488420864
2025-03-06 22:00:00,90050.75,90751.953125,89693.46875,89978.21875,903745536
2025-03-07 00:00:00,89959.1640625,91160.8203125,85159.578125,88077.8828125,10110251008
2025-03-07 02:00:00,88240.4375,88396.703125,86859.4296875,87044.4921875,1280704512
2025-03-07 04:00:00,86947.3828125,88351.9765625,86947.3828125,88194.0390625,184934400
2025-03-07 06:00:00,88225.03125,88569.796875,87881.6015625,88309.765625,476745728
2025-03-07 08:00:00,88362.4765625,89554.8828125,88034.25,88965.375,1606164480
2025-03-07 10:00:00,88875.140625,89414.7890625,88852.65625,88943.453125,0
2025-03-07 12:00:00,89023.0546875,90157.0390625,88375.078125,89316.9609375,1119588352
2025-03-07 14:00:00,89195.1484375,91070.7421875,88088.3828125,88445.3125,6803640320
2025-03-07 16:00:00,88447.5625,88709.609375,86656.8515625,87475.8359375,2668081152
2025-03-07 18:00:00,87655.828125,88942.0546875,87470.9921875,87831.1328125,4344459264
2025-03-07 20:00:00,87772.1328125,88194.9296875,85881.21875,86367.4453125,2519678976
2025-03-07 22:00:00,86304.8671875,86803.734375,85688.6796875,86745.3359375,0
2025-03-08 00:00:00,86713.375,86835.4765625,85270.2265625,86018.5859375,0
2025-03-08 02:00:00,86046.6328125,86273.421875,85463.78125,85973.9140625,0
2025-03-08 04:00:00,85889.4375,86449.71875,85683.9296875,86260.0859375,0
2025-03-08 06:00:00,86261.6484375,86599.8203125,86158.4375,86158.4375,251752448
2025-03-08 08:00:00,86180.0390625,86414.34375,85859.4375,85883.7734375,0
2025-03-08 10:00:00,85925.34375,86209.6484375,85780.2265625,85908.1796875,118697984
2025-03-08 12:00:00,85926.3671875,86469.2421875,85794.1796875,86302.4296875,0
2025-03-08 14:00:00,86327.578125,86572.1484375,86221.4375,86357.7734375,0
2025-03-08 16:00:00,86369.515625,86412.6328125,85783.515625,85918.03125,0
2025-03-08 18:00:00,85843.640625,86410.5859375,85807.0,86203.9453125,0
2025-03-08 20:00:00,86199.9296875,86475.3828125,86191.3828125,86204.2109375,0
2025-03-08 22:00:00,86201.9453125,86342.15625,85879.4921875,86141.828125,0
2025-03-09 00:00:00,86186.640625,86462.125,86099.09375,86154.484375,0
2025-03-09 02:00:00,86170.1171875,86239.59375,85967.9140625,86132.6953125,0
2025-03-09 04:00:00,86104.3828125,86109.9375,85937.28125,86008.6328125,0
2025-03-09 06:00:00,86006.015625,86099.5390625,85794.7890625,85966.078125,0
2025-03-09 08:00:00,85973.40625,86028.65625,85505.1640625,85505.1640625,0
2025-03-09 10:00:00,85501.7265625,85568.2265625,84647.6640625,85021.28125,1388224512
2025-03-09 12:00:00,85004.2421875,85004.2421875,83788.1953125,83788.1953125,907496448
2025-03-09 14:00:00,83587.734375,83736.078125,82901.25,83052.2109375,2626280448
2025-03-09 16:00:00,83072.875,83604.15625,82247.1796875,82289.1640625,2735833088
2025-03-09 18:00:00,82440.6484375,83270.1875,82330.546875,82561.703125,2897252352
2025-03-09 20:00:00,82606.859375,83454.203125,81766.1015625,81810.59375,2135193600
2025-03-09 22:00:00,81810.984375,81928.5,80052.484375,80646.7421875,4303255552
2025-03-10 00:00:00,80770.46875,81792.8671875,80126.015625,81737.1796875,4116187136
2025-03-10 02:00:00,81748.78125,82626.8828125,81610.078125,82018.3359375,2697564160
2025-03-10 04:00:00,82028.390625,82712.0078125,82028.390625,82306.625,811782144
2025-03-10 06:00:00,82310.2578125,82633.34375,82041.6640625,82315.0234375,965701632
2025-03-10 08:00:00,82351.6015625,83733.84375,81272.6328125,82369.4375,2990784512
2025-03-10 10:00:00,82480.7421875,83616.3984375,81780.0703125,83615.34375,1234890752
2025-03-10 12:00:00,83552.71875,83740.6640625,81517.265625,81565.6796875,1811394560
2025-03-10 14:00:00,81451.265625,81451.265625,79359.875,80071.046875,4554625024
2025-03-10 16:00:00,80183.703125,80183.703125,78339.2109375,78535.3828125,2142982144
2025-03-10 18:00:00,78412.4765625,79365.3046875,77524.5390625,78910.546875,3285192704
2025-03-10 20:00:00,78939.75,79798.0546875,78406.3125,79573.90625,1650933760
2025-03-10 22:00:00,79472.25,79766.28125,78668.078125,78668.078125,0
2025-03-11 00:00:00,78582.15625,79143.609375,76653.53125,78985.453125,3586191360
2025-03-11 02:00:00,79066.78125,79708.5234375,78953.375,79451.7734375,142254080
2025-03-11 04:00:00,79485.09375,80298.7109375,79446.1875,80213.359375,1576136704
2025-03-11 06:00:00,80244.46875,80525.34375,80093.0234375,80423.3125,233230336
2025-03-11 08:00:00,80449.15625,81803.2109375,80342.4921875,81494.078125,1389555712
2025-03-11 10:00:00,81333.40625,81938.7265625,81300.96875,81693.25,769753088
2025-03-11 12:00:00,81725.5703125,81874.59375,80567.5546875,81030.8203125,2057674752
2025-03-11 14:00:00,80699.609375,81432.5,79082.2265625,81285.9140625,0
2025-03-11 16:00:00,81206.703125,81782.1640625,80635.65625,81263.265625,418308096
2025-03-11 18:00:00,81305.203125,83525.40625,81305.203125,82996.8828125,0
2025-03-11 20:00:00,83118.8046875,83188.8203125,82603.8828125,83045.484375,0
2025-03-11 22:00:00,83118.46875,83265.4921875,82574.3515625,82833.953125,0
2025-03-12 00:00:00,82902.7890625,83737.453125,82603.9609375,83278.796875,0
2025-03-12 02:00:00,83298.28125,83298.28125,82135.1953125,82135.1953125,0
2025-03-12 04:00:00,82061.4375,82095.0078125,81610.6953125,81972.265625,260124672
2025-03-12 06:00:00,81945.71875,82463.9921875,81344.078125,82402.3671875,1150636032
2025-03-12 08:00:00,82400.9140625,82873.171875,82083.2421875,82632.7734375,0
2025-03-12 10:00:00,82666.046875,82992.484375,82124.5234375,82992.484375,156532736
2025-03-12 12:00:00,82995.28125,84230.234375,82405.8046875,82637.3515625,1886887936
2025-03-12 14:00:00,82597.171875,82845.453125,80809.8125,81690.6796875,0
2025-03-12 16:00:00,81703.8359375,82847.671875,81665.5390625,81872.828125,184537088
2025-03-12 18:00:00,81902.6640625,83055.46875,81877.4921875,83055.46875,0
2025-03-12 20:00:00,82908.828125,83293.8984375,82732.375,82980.1796875,86810624
2025-03-12 22:00:00,83214.2578125,83825.421875,83212.9375,83746.859375,131297280
2025-03-13 00:00:00,83672.03125,84106.40625,83317.5703125,83950.2265625,0
2025-03-13 02:00:00,83944.5546875,84259.671875,83572.59375,83572.59375,410984448
